train_loss,val_loss,train_acc,val_acc,epoch
1.6747000255190188,1.605747172422955,0.4503031383737518,0.4440745672436751,1
1.5740300422388205,1.813770985158877,0.47393009985734663,0.5446071904127829,2
1.507438817616026,1.5062760941674325,0.4726105563480742,0.5019973368841545,3
1.489533256277038,1.4446035514023905,0.4790477888730385,0.47470039946737685,4
1.490369129827121,1.4757010624030935,0.47954707560627674,0.49067909454061254,5
1.4452317599733273,1.5473441620482586,0.4962910128388017,0.5246338215712384,6
1.4288235555191693,1.5588755252040656,0.49748573466476464,0.4766977363515313,7
1.4058723031029041,1.4687738682077665,0.4962910128388017,0.5086551264980027,8
1.3664633978280463,1.4964396756752512,0.5073823109843081,0.48868175765645805,9
1.351744780084716,1.454477904163569,0.5142296718972896,0.5126498002663116,10
1.3078830905885737,1.444190551056843,0.5152282453637661,0.5233022636484687,11
1.2798044767597432,1.413734124598903,0.5210948644793153,0.5266311584553928,12
1.260685593697552,1.3796784442845738,0.525320970042796,0.53728362183755,13
1.237316675465049,1.3998904791716411,0.5317760342368045,0.5466045272969374,14
1.227844839395368,1.3953975632727225,0.5340763195435093,0.5412782956058588,15
