train_loss,val_loss,train_acc,val_acc,epoch
1.2510988374069312,1.3420748097125128,0.6409950071326677,0.7250332889480693,1
0.8869184170997092,1.4839007313972148,0.7158701854493581,0.6850865512649801,2
0.7655737548981516,1.5400443058039313,0.7410663338088445,0.7450066577896138,3
0.7062628177322777,1.4239291382058166,0.7546897289586305,0.670439414114514,4
0.6461437268791117,2.0448110206784325,0.7687589158345222,0.7856191744340879,5
0.6453015852522918,1.8638556321038704,0.7699358059914408,0.7623169107856191,6
0.596530464303264,1.7135183324667806,0.7809557774607703,0.7696404793608522,7
0.5720553873035095,1.5453155097885234,0.7858059914407989,0.7523302263648469,8
0.5493869932610196,1.7645192730442663,0.7879457917261056,0.7969374167776299,9
0.5565276846778546,1.7146495179076011,0.7947753209700428,0.7523302263648469,10
0.8257166951480248,1.211495159032659,0.7868223965763196,0.8229027962716379,11
0.22949691458536145,1.623333909143303,0.9115549215406562,0.8515312916111851,12
0.09759756631803025,1.6058634800238711,0.9657988587731812,0.8648468708388815,13
0.05395600881474028,2.27856301826818,0.9854671897289586,0.877496671105193,14
0.035651340606987054,2.200930200566782,0.9917974322396577,0.8715046604527297,15
0.02808944172428906,3.546822513824455,0.9946683309557774,0.881491344873502,16
0.026452390277157907,2.7795235318802645,0.9959878744650499,0.8828229027962716,17
0.019565494561560256,3.3929143224932132,0.9967724679029957,0.8948069241011984,18
0.011656190349901644,3.9471872016370853,0.997360912981455,0.8761651131824234,19
0.011688251278410248,4.252540492245583,0.9983594864479315,0.881491344873502,20
0.0035615797181390084,3.2347821371751366,0.9990727532097005,0.8821571238348869,21
0.00566962469988348,3.447064746791291,0.9991084165477889,0.892809587217044,22
0.0074677876368942145,3.523683262391192,0.9992154065620542,0.8894806924101198,23
0.0018883139476118002,3.857934940675802,0.999679029957204,0.8921438082556591,24
0.00023342232598928846,3.9303266969763646,0.9999108416547788,0.8908122503328895,25
0.00030254519713158497,3.513139739255613,0.9999643366619115,0.8908122503328895,26
7.986107573733015e-06,3.6659759366401183,1.0,0.8921438082556591,27
2.066493897516526e-08,3.596667559204819,1.0,0.8948069241011984,28
5.183559829332501e-09,3.5949400949097186,1.0,0.8948069241011984,29
4.373763458114507e-09,3.5936186911659775,1.0,0.8948069241011984,30
