train_loss,val_loss,train_acc,val_acc,epoch
0.8580688418743444,0.9209993851089604,0.691101997146933,0.6750998668442078,1
0.6522717968671026,0.882319324700715,0.7417796005706134,0.7330226364846871,2
0.5980529828265458,0.9609178113992934,0.7537446504992867,0.7456724367509987,3
0.5743489198397298,0.9567993147554156,0.76089514978602,0.729693741677763,4
0.55966933386217,1.0002078144512228,0.764978601997147,0.7496671105193076,5
0.5449169972313623,1.0054517589340832,0.7687410841654779,0.7336884154460719,6
0.5353979604688078,1.0226375609636307,0.7734843081312411,0.7163781624500666,7
0.5294167544209157,1.103182298425193,0.7740727532097005,0.762982689747004,8
0.5238015792084149,1.0551749877383643,0.7751961483594865,0.7490013315579228,9
0.517140661849615,1.0540283306857718,0.7740192582025678,0.7416777629826897,10
0.41202897159395985,1.0096707633645652,0.8383915834522111,0.8009320905459387,11
0.08697658473671947,1.3849524017696215,0.9543509272467903,0.8601864181091877,12
0.01617052628452725,1.5335455841214933,0.9928316690442225,0.877496671105193,13
0.006041401074668994,1.4192569620520392,0.9976818830242511,0.8715046604527297,14
0.009155926810328742,2.02660677880644,0.9972360912981455,0.8781624500665779,15
0.005357397885961457,2.1426348283033714,0.9985378031383737,0.8794940079893475,16
0.006223804334412792,2.466594968353226,0.998163338088445,0.8808255659121171,17
0.004819440648130907,2.510943998400365,0.9989479315263908,0.8794940079893475,18
0.0045377245435152865,2.431231134765832,0.9987517831669044,0.8881491344873502,19
0.0021332637666851848,3.3613679148703217,0.9993402282453637,0.8728362183754993,20
0.0018173729184262119,2.2092369249801753,0.999679029957204,0.8848202396804261,21
0.000782887010539948,2.074546855950006,0.9997503566333809,0.8828229027962716,22
0.0010363428057623416,3.089801544859291,0.9996611982881598,0.888814913448735,23
0.00010689251751427483,2.6182998279121996,0.9999465049928673,0.8821571238348869,24
0.00012110976818712019,2.899758696000522,0.9999108416547788,0.8821571238348869,25
3.307396534673485e-05,3.0426151602468225,0.9999821683309558,0.8881491344873502,26
1.7932511058192778e-06,2.702000765841747,1.0,0.8908122503328895,27
3.926586987182064e-08,2.6992571290418725,1.0,0.8908122503328895,28
2.8923695023582754e-08,2.6992470891116938,1.0,0.8908122503328895,29
2.606191140948944e-08,2.698415241530351,1.0,0.8908122503328895,30
